species	dex	kind	upstream_path	git_blob	size	sha256	local_path
GROTLE	388	icon	graphics/pokedex/pokeicon/0388.png	91e7fc1480657f4e78b04800eb643b2197883b21	875	748922313643e4860d40bda105a6b09548ba4f79102993bc9c2dd8dfb55ca2aa	assets/starter_species_67/source/icons/normal/0388.png
GROTLE	388	icon_shiny	graphics/pokedex/pokeicon/0388s.png	4900a6f2fc0a4b83012b67fbdc921926f7396469	546	2552a1e7ebe425073bb10961dfd3c134839c56ad364459bb84c39956c8219459	assets/starter_species_67/source/icons/shiny/0388.png
TORTERRA	389	back	graphics/pokedex/pokeback/0389.png	f665750470e18b56710bce6548671c6befaf94a3	1884	8b4be8121403d10dda959957c568d34fa2ece7b1d9d55a02c079e05598bd0f95	assets/starter_species_67/battle/normal/back/0389.png
TORTERRA	389	back_shiny	graphics/pokedex/pokebackshiny/0389s.png	4cbb321870b270c4b941d4c158866cdb2e4ecd43	1905	2b1cbb26061fee8e90a86150ed36240ae15f17490c96d983ed29ffd7d4550ce6	assets/starter_species_67/battle/shiny/back/0389.png
TORTERRA	389	character	graphics/characters/0389.png	2e0267fead90d5d2f0f15afc85cb964bd1422821	2962	b99e934f81f6acb69f1dc800d0adae4799cda9bea2c11171e2daa7eca0b4f6ab	assets/starter_species_67/source/characters/normal/0389.png
TORTERRA	389	character_shiny	graphics/characters/0389s.png	a895691bdfdc2cb2a544c7e1f6c010484a1881c3	2934	d7e86c26450b4b996b8379d112a5c354625197561d4ed1310172304ec16e0ebc	assets/starter_species_67/source/characters/shiny/0389.png
TORTERRA	389	cry	audio/se/cries/0389.ogg	8f42ba6405bd0d3fb6c836ec7e93d652ab69ab14	17440	8e012e5c253bc62be511259a2dd98f07995bbc0ec3ae4ac649f1b0f8dd2ae241	assets/starter_species_67/cries/0389.ogg
TORTERRA	389	data	Data/Studio/pokemon/torterra.json	50d3bdd00abac33e994a880c29b21060e1ea88aa	8458	6d013cfdc1aecf4bb71127e70fe011316b03082ca35a646b83e7df6125534e4b	assets/starter_species_67/source/pokemon/torterra.json
TORTERRA	389	front	graphics/pokedex/pokefront/0389.png	063b62fdfa1770acaf74aef3e3604e370f757216	1970	ccd3c1a455514b393ef38696eec34460503bf3f6f28be73280fad48527cbf186	assets/starter_species_67/battle/normal/front/0389.png
TORTERRA	389	front_shiny	graphics/pokedex/pokefrontshiny/0389s.png	cff54e4ed34b52bab5d5845b76a2cefb826f1361	1996	b1a791acee212ef0c92fcfd37454c06573509511ae72056659f2e93a969286ba	assets/starter_species_67/battle/shiny/front/0389.png
TORTERRA	389	icon	graphics/pokedex/pokeicon/0389.png	576c25c9c03bd5e6c53f2181b209e3647df9c791	1141	1cf3bd6b3d8e22e338ba53eed787d685fa955fcb2d32c5990de7de9bdc7ae595	assets/starter_species_67/source/icons/normal/0389.png
TORTERRA	389	icon_shiny	graphics/pokedex/pokeicon/0389s.png	d113470b88a3b67e5a924a62cda38421c194d7d4	734	23f37558f2ab2837552e95fb8e44b1b8aaa451ba6ef439194df28d7e3a4676e6	assets/starter_species_67/source/icons/shiny/0389.png
CHIMCHAR	390	back	graphics/pokedex/pokeback/0390.png	0d05e5de3e7dff6ff5b60f07b11d5d31ecb44123	750	fd28aec97f2bb1c1dc8bf2b794fb7515f720f84ca8ee2f6b7eb12aa949640f2e	assets/starter_species_67/battle/normal/back/0390.png
CHIMCHAR	390	back_shiny	graphics/pokedex/pokebackshiny/0390s.png	3cfaee0b33633cde7167bb655d45b01d20614521	748	895740cc76ed94c848062272328a7de744b4dbd626b0b20a7131f982f837cbe2	assets/starter_species_67/battle/shiny/back/0390.png
CHIMCHAR	390	character	graphics/characters/0390.png	4e0ed4d1eb80bff672d0d9f17039a8c3d582da5f	1665	6e6d7e3fc486ccfa6844a5fee6f9b26e5991d8a9fda1c781adc353adafe6404e	assets/starter_species_67/source/characters/normal/0390.png
CHIMCHAR	390	character_shiny	graphics/characters/0390s.png	1f979c393d7b82410940ab9fa3e5174881f1f7c9	1665	f0be44c269734b713e08042d676c27b327ff989cc9b3c24200c72113cdf9c5f3	assets/starter_species_67/source/characters/shiny/0390.png
CHIMCHAR	390	cry	audio/se/cries/0390.ogg	bf00597349236a8886bcec1eb0afbac994c1fbb8	14469	59355ca6015051fcb2ad3e60b41a000562479dd306a84477430fa727a6e5814e	assets/starter_species_67/cries/0390.ogg
CHIMCHAR	390	data	Data/Studio/pokemon/chimchar.json	1b5b0e11d052200daf5e92a82856da2946d5a196	9306	805710d6ff6db5f9de4cd96355c48389741201af79a10bfa0bc2774dae6cfce4	assets/starter_species_67/source/pokemon/chimchar.json
CHIMCHAR	390	front	graphics/pokedex/pokefront/0390.png	2f893e84d66e17d0e7a3a8423f6bf1d03bd1d9c0	872	9d549a52551f27b467d40655d15cd4299920e93a20fca18e83f877c16dc3b159	assets/starter_species_67/battle/normal/front/0390.png
CHIMCHAR	390	front_shiny	graphics/pokedex/pokefrontshiny/0390s.png	44fd6be98fcf63ae765def1860068d089cbc8e73	864	6c29836131591f4cce1c7f065076aa051d9fbd237b930bc7695c875288d184e4	assets/starter_species_67/battle/shiny/front/0390.png
CHIMCHAR	390	icon	graphics/pokedex/pokeicon/0390.png	4875d4e4d96e67126b98421c63300f8235aa3340	1073	8b5c39fdd5667dfc920d70ee7bd953597321f58f280d9081104d6b438e0c681f	assets/starter_species_67/source/icons/normal/0390.png
CHIMCHAR	390	icon_shiny	graphics/pokedex/pokeicon/0390s.png	5ffd2cd3367b41ea3eb0189ed8fd3d4bd72bdc9f	693	d185ec74f286d9a422acbb1f6708e105658ff6d9b2e157688fdfa68d283ea4eb	assets/starter_species_67/source/icons/shiny/0390.png
MONFERNO	391	back	graphics/pokedex/pokeback/0391.png	63d700a5987217c93f7675660d643b7914df03fa	1083	2a4a8094be892e3a0b8d60667f09dc9a0becfed13c890dad14b148875e05ec4a	assets/starter_species_67/battle/normal/back/0391.png
MONFERNO	391	back_shiny	graphics/pokedex/pokebackshiny/0391s.png	e42e284bd012b3e33b6e79fbd93b845adfa6ca4c	1085	4ec57f203acf3967176b0b0758d805a0bf7aef51fdbd45761ebe771f96c08b8f	assets/starter_species_67/battle/shiny/back/0391.png
MONFERNO	391	character	graphics/characters/0391.png	528201d9d5d1ccbee6167b141364970009e1c9b6	2316	8993e13da2d20b1448f1a84b3e834fc9ce2603a5222548f8a108195d3e29fbe6	assets/starter_species_67/source/characters/normal/0391.png
MONFERNO	391	character_shiny	graphics/characters/0391s.png	c7b717241465cf2a67954e300fe5e38843bbf5a4	2307	ba464603a13e0a0b63c791908b6f118edc23810b0b3ef8cc61113702a18a50bb	assets/starter_species_67/source/characters/shiny/0391.png
MONFERNO	391	cry	audio/se/cries/0391.ogg	e4e16f6280ee9c035c6ebe9401eaa97293f91e5b	14006	b578c6cf721ab9df33f2f00c70605f7964a25ae7b9cd3a4728b17cb9024159d0	assets/starter_species_67/cries/0391.ogg
MONFERNO	391	data	Data/Studio/pokemon/monferno.json	ca220f792f16d42ec3743a3a1d4673aee779a075	8604	f597728cf6c3768971f03f7a807fed04781ec1b8458c2b837b39689ea43edb71	assets/starter_species_67/source/pokemon/monferno.json
MONFERNO	391	front	graphics/pokedex/pokefront/0391.png	f203e19607a67c70775ff5a769835aa0f5aa8e9f	1211	c986af47a187bc62463dd8c97dea3ed5552f729599229417fe043d099f3202c8	assets/starter_species_67/battle/normal/front/0391.png
MONFERNO	391	front_shiny	graphics/pokedex/pokefrontshiny/0391s.png	f80cb1185f9e2627ea3332486d05032d44ca9045	1218	79f8a34f665238202e2f0ceef8cd3e27c2690afe6123bc5d624fd9d800243bd2	assets/starter_species_67/battle/shiny/front/0391.png
MONFERNO	391	icon	graphics/pokedex/pokeicon/0391.png	8f2af2997f7ecd6f210a65ccdb4f8c0c813961ac	1276	8d7fc7632021632c0ddaaccad04888302e13490b60f845b3ed8cd9449ac66d12	assets/starter_species_67/source/icons/normal/0391.png
MONFERNO	391	icon_shiny	graphics/pokedex/pokeicon/0391s.png	e210144e97c27a8c9e3a882f29d7c79550b97e78	703	c49207a942506c662964161a475c867ce1b6d60769c48a40c8a7812c8735805d	assets/starter_species_67/source/icons/shiny/0391.png
INFERNAPE	392	back	graphics/pokedex/pokeback/0392.png	a3c018c7b78d2b48abe0b82a25c0659ea87911b9	1447	3250d315730a0e15bd1c3cf3d85495b20077224edffced8c2a540a4e2439cedc	assets/starter_species_67/battle/normal/back/0392.png
INFERNAPE	392	back_shiny	graphics/pokedex/pokebackshiny/0392s.png	c5de8002c02c369f2448db7add7d981106997c46	1458	5003566d8ac495da7cd685ca834d108302235383a5c2f7f49d126e2559ea4932	assets/starter_species_67/battle/shiny/back/0392.png
INFERNAPE	392	character	graphics/characters/0392.png	7f904d7a84a5a454bf582dc68fe25e0eab8480aa	3054	95133eaa70c23e3ae25d6cdaff1c35df2dc4ff8fa1866181cdf43abcdb120fe8	assets/starter_species_67/source/characters/normal/0392.png
INFERNAPE	392	character_shiny	graphics/characters/0392s.png	4c6045cbb4cc5307add972a49e60b3ce0749e8a3	3067	72f1e490938798f510f3b7ac8983be991ac84165b753cc6b82f37ce3e8ecd2f6	assets/starter_species_67/source/characters/shiny/0392.png
INFERNAPE	392	cry	audio/se/cries/0392.ogg	8fe8dffa72f69ab534e48966d792cbab0c394cc2	16711	7e6af6cfcbc4935b1e1b9e308d561e35c4af01c3cb2f99507b044569379c08c0	assets/starter_species_67/cries/0392.ogg
INFERNAPE	392	data	Data/Studio/pokemon/infernape.json	f2c8c4fd206587e18a999c8d542e0eb256104ef8	9544	5990b14b7df7b372035b24464bbb36edf62e283fd7f635e0bd76afd7bb592de8	assets/starter_species_67/source/pokemon/infernape.json
INFERNAPE	392	front	graphics/pokedex/pokefront/0392.png	cd25f0d42d7a3b9084164fdd3c5c0bc0c1732882	1610	750e51974deee8923cb04f2ad9bfd4059e48a98a5cc9124b53910c87fce83b5d	assets/starter_species_67/battle/normal/front/0392.png
INFERNAPE	392	front_shiny	graphics/pokedex/pokefrontshiny/0392s.png	ef3f3e15605b2323d5a9fa444ad9157422dc4f50	1623	bd4e968db1b45c0def95a00488ab9a2102588307893206e77860cc40d4f2f243	assets/starter_species_67/battle/shiny/front/0392.png
INFERNAPE	392	icon	graphics/pokedex/pokeicon/0392.png	66f62a0c7253bd7e31a701979a68dcd3c7af63f3	1084	4de858166a70044f8e7beb0c2b0bec1018e61ba2acad972b5701b37a24b4c0ed	assets/starter_species_67/source/icons/normal/0392.png
INFERNAPE	392	icon_shiny	graphics/pokedex/pokeicon/0392s.png	9fdd07c338d3a5e4ee8824e49cb007e64cf14bfe	716	5d55ccbd4a8370201c38437d517ff8857bf4fe2cad7af082c18e89a9de0cfe58	assets/starter_species_67/source/icons/shiny/0392.png
PIPLUP	393	back	graphics/pokedex/pokeback/0393.png	28f05d10faf2a28669dc06cb93b11306951665d9	611	d0d80199a88272239433625429c110a1a624342fa26130a116c172ccd24fcd46	assets/starter_species_67/battle/normal/back/0393.png
PIPLUP	393	back_shiny	graphics/pokedex/pokebackshiny/0393s.png	4cc010b4b13a0bfeadb2d1dc8f9d884b1e1cf62b	611	2aefc2781c1a7cedf50777b453ce322b9f1c93b182b2412fed84ca945c51e7ff	assets/starter_species_67/battle/shiny/back/0393.png
PIPLUP	393	character	graphics/characters/0393.png	c42cc32713416e99eeb6868c2527dbc87cca3ed7	1307	c0530c2652d4eb6cde0c2106eeb5a2b836120c8d7dfcdccfd2fef339a38a34d2	assets/starter_species_67/source/characters/normal/0393.png
PIPLUP	393	character_shiny	graphics/characters/0393s.png	e6fa23892cbdea16e8b9f63008f2b5347d71b4d2	1307	1afcff4e843053feae38d8ee32ebda37ab07c7577b57ff696f45ad86dc7716ef	assets/starter_species_67/source/characters/shiny/0393.png
PIPLUP	393	cry	audio/se/cries/0393.ogg	19d17fee534faeab186960bea10eab38f02bb675	8448	41a2d8768503d568b39d19242882bfcf12045e5c0e241d4cb5c4c7cacc570d0c	assets/starter_species_67/cries/0393.ogg
PIPLUP	393	data	Data/Studio/pokemon/piplup.json	a40f7c034bcbdbc75b8836add882c404066f2255	7954	602baacf81c45b19c18bf6f9e50fe32b5370328badad188a28a2a9711c42c488	assets/starter_species_67/source/pokemon/piplup.json
PIPLUP	393	front	graphics/pokedex/pokefront/0393.png	b7f636857a6e8c934a769568fc2ed67796942979	689	bc72539544dad7ce1b43311e0e7040ba7ebdafea1336255fe16cf37163c2023a	assets/starter_species_67/battle/normal/front/0393.png
PIPLUP	393	front_shiny	graphics/pokedex/pokefrontshiny/0393s.png	20b2460ff8f10abe6c3747720a8810907504720e	687	2e3804d04826fe8335cb2c2ccf9b487c1b55d29264a8f6fc484d971922c15d6a	assets/starter_species_67/battle/shiny/front/0393.png
PIPLUP	393	icon	graphics/pokedex/pokeicon/0393.png	5f0aaa8d4f7c56c711bb81def8e438eedce32baa	854	850e2faeb997820447ffaddda8065409abf8c4df0dc17e47932f969e1b213e09	assets/starter_species_67/source/icons/normal/0393.png
PIPLUP	393	icon_shiny	graphics/pokedex/pokeicon/0393s.png	85b4d9e252445775c79390c03de593ee25fb7369	535	64e82da3600905373c8dbc94edfec94e3384df3c883d1822ed4bc27f3d15c341	assets/starter_species_67/source/icons/shiny/0393.png
PRINPLUP	394	back	graphics/pokedex/pokeback/0394.png	106941466f3cc0c0721229313a34007431b978b0	929	7acdc3e9737f2225136cde9c37be389f14642992a432e468f0e6a115930cda18	assets/starter_species_67/battle/normal/back/0394.png
PRINPLUP	394	back_shiny	graphics/pokedex/pokebackshiny/0394s.png	4a321d498f68be44b16c45c3bc454c99288ddc8f	953	5b2a71bd0aab44c8210ee3937b2f2b9991aecc6efe07ff6c41b013855e82e5e0	assets/starter_species_67/battle/shiny/back/0394.png
PRINPLUP	394	character	graphics/characters/0394.png	3b0368b38778651fa94f5399649373f39cb406a7	2000	bae8a1ac376c576708df7da9bbe56462eed4dd4ebfe435f61f4aebfdad4930c3	assets/starter_species_67/source/characters/normal/0394.png
PRINPLUP	394	character_shiny	graphics/characters/0394s.png	e00a21d8c123a2f1d78dff219c00fdb61da4faa9	2000	a2fd72d8b6b6472c1706e1a5b5885a2c0a5f973e66ed56dd16b4d3fb15495c27	assets/starter_species_67/source/characters/shiny/0394.png
PRINPLUP	394	cry	audio/se/cries/0394.ogg	cfa66fcb2ae3e00e5d37e3d1ff1d801ea5558a28	11268	ddd4b781c49a07bc6824b23e6b47921727e6f7e491cbc59dc269b771e19e6b1f	assets/starter_species_67/cries/0394.ogg
PRINPLUP	394	data	Data/Studio/pokemon/prinplup.json	283fcabfac650a57c632701423ae02bdaa52cabd	7391	11b50036652f320f5150ef09f143fbaa253c3c860a20c5bcd787132ad1599618	assets/starter_species_67/source/pokemon/prinplup.json
PRINPLUP	394	front	graphics/pokedex/pokefront/0394.png	015395fa336c4e232aef6c015eb5630ffca5f657	1086	64654171639e0d7c5d8e406b55f90f649f15e9a79f67734d8d002949d9bae7ad	assets/starter_species_67/battle/normal/front/0394.png
PRINPLUP	394	front_shiny	graphics/pokedex/pokefrontshiny/0394s.png	0717b984914f083ee4195e3bd75d2e7ada6bce4b	1095	4487e79398e008956d08dc8eac835e8c667def0499da19a7d6f6d4f8048c9964	assets/starter_species_67/battle/shiny/front/0394.png
PRINPLUP	394	icon	graphics/pokedex/pokeicon/0394.png	8ccaa6a3030936220d996b924448f49a02782b79	827	dd800a9828e942607671c605807c4243bcebc1513f5bc7dc6de4b5af08ba6375	assets/starter_species_67/source/icons/normal/0394.png
PRINPLUP	394	icon_shiny	graphics/pokedex/pokeicon/0394s.png	aa94b79ec045542de1871fca57c0b3a7dbf897aa	511	9dcba91ca98a79c44820633c9ed52d3fe2e92c7b6cdd02af19b87485be74e0c2	assets/starter_species_67/source/icons/shiny/0394.png
EMPOLEON	395	back	graphics/pokedex/pokeback/0395.png	bda59bcb5658bcca42e914fde3702678b5ec5257	1416	ee0ed81ba413b97170fee2a06929baa4386461f957cd340bb3c62c5c0f0b804c	assets/starter_species_67/battle/normal/back/0395.png
EMPOLEON	395	back_shiny	graphics/pokedex/pokebackshiny/0395s.png	59b702e0bbdb25f54f637281523c78d848719f5e	1386	53d3af8d2ae3981ac2e9a0f444cb3ec865fa6b3cd165503f59a5c240c706f606	assets/starter_species_67/battle/shiny/back/0395.png
EMPOLEON	395	character	graphics/characters/0395.png	13396db734b953588918bc16fbcddd256e73003a	2556	8f1409e48644bbf08bd666985ce896f72e77cd75f17ab96a31c8cd7675f6e6f2	assets/starter_species_67/source/characters/normal/0395.png
EMPOLEON	395	character_shiny	graphics/characters/0395s.png	8bcf5af7827e995f6825d3a8e3f579a9438de1a5	2558	13113ecc389046cb4182498138215a0f53ce036bfb53ed14a5f8b5de4a0b2cf5	assets/starter_species_67/source/characters/shiny/0395.png
EMPOLEON	395	cry	audio/se/cries/0395.ogg	2950f5959f50c9b94b48a708c144089e0414e38e	13776	269fec2678afc1a92ae0445b0bb0a6915b67b3df282b2d69c089e8b091137f5c	assets/starter_species_67/cries/0395.ogg
EMPOLEON	395	data	Data/Studio/pokemon/empoleon.json	baf57f5dc030bffbe3c36bb2ffe4123187d6fa7a	8779	988f23b3272f347eea6dfe5d2148f00cc2f171566e405e0cac06681a15b27cf7	assets/starter_species_67/source/pokemon/empoleon.json
EMPOLEON	395	front	graphics/pokedex/pokefront/0395.png	6e2838a423f7f926eedd1f4c7586774fe053e6c0	1629	07608bc2bd6e5722d8336dddd67e3340cf3858b3f5241c60ea949cef7334ad25	assets/starter_species_67/battle/normal/front/0395.png
EMPOLEON	395	front_shiny	graphics/pokedex/pokefrontshiny/0395s.png	c79ca5c4520b9f608fb6e580a8983513aa62c88a	1590	18064e2679d2b3e393cfffe5d003bc4680eb0ec9abe8ea1a787ed7b9e8c27dfe	assets/starter_species_67/battle/shiny/front/0395.png
EMPOLEON	395	icon	graphics/pokedex/pokeicon/0395.png	46bb3889c21a4f8119562155bfe2d24c0015fcf6	1094	5d014a5322d24024772c9b2f6ee0a61887b347d70f3f6e24c4abf193dec975d9	assets/starter_species_67/source/icons/normal/0395.png
EMPOLEON	395	icon_shiny	graphics/pokedex/pokeicon/0395s.png	ff339134082cd7aaa0730ea21844534fe976c101	612	8b52bf3a540c733f2df43f405e938351bb64b5af340ea2643722054be8615cd4	assets/starter_species_67/source/icons/shiny/0395.png
SNIVY	495	back	graphics/pokedex/pokeback/0495.png	e203f2cfcd34d377eae63833a1c5a143d1dfa7ca	717	152cc84a407e9604f5aa696214413686cc27a50dbefcf8926bd8f9e21e200188	assets/starter_species_67/battle/normal/back/0495.png
SNIVY	495	back_shiny	graphics/pokedex/pokebackshiny/0495s.png	2410b850fd2923a3a3c81c1a168fd0c3b8c6932e	715	8b8eb0a6b4e7f79fb2e6fe4d0a75e9183225871292a2988c7d4d269cf68606bc	assets/starter_species_67/battle/shiny/back/0495.png
SNIVY	495	character	graphics/characters/0495.png	d618133b9d3c9cd498075c2c8efe44ac416d2b43	1669	dfdefec56c8896b52c6ab22f267e20ed72d78ec7579735d11341f37a7f37e480	assets/starter_species_67/source/characters/normal/0495.png
SNIVY	495	character_shiny	graphics/characters/0495s.png	f8f23c5541c3fdf8a8bc29ad73199b32c966a693	1647	73a33c6ee84b772d6e40fc6d04e1748296a124f2b13638fa0dc3fea1e08d3035	assets/starter_species_67/source/characters/shiny/0495.png
SNIVY	495	cry	audio/se/cries/0495.ogg	b58bb273547c96c2d69454f52b290bbdea384be7	8583	687eb15fecd303172289437bb03de78c2d3ff328d2dd6c2cd0077d2930f3f5ea	assets/starter_species_67/cries/0495.ogg
SNIVY	495	data	Data/Studio/pokemon/snivy.json	59019f0a3d255e769eec92f57299f74b33d57eab	8321	c8f929acbc4c5daf90dc50f54e29f55e659d5dae8478d2151fba5560d0b61566	assets/starter_species_67/source/pokemon/snivy.json
SNIVY	495	front	graphics/pokedex/pokefront/0495.png	969ed112702dc1c96d1b874b44d4dcd6b19f6d01	696	f277a2f75aaa8d571717f76f92cb6239b909f1767ff58e6c84b6dc17e41516f6	assets/starter_species_67/battle/normal/front/0495.png
SNIVY	495	front_shiny	graphics/pokedex/pokefrontshiny/0495s.png	6aa0666d4b614799133df342d9ff52a4cc41ffea	693	3824edc2d7152a980b2d3593f3d6259d618236d767226744fd85d9ebb1e9e9e4	assets/starter_species_67/battle/shiny/front/0495.png
SNIVY	495	icon	graphics/pokedex/pokeicon/0495.png	463222642ef5c2caa6692d40fb261c09adfff0d1	873	58ea83b36d8311c7222f5c79ab069de41283ad4ab9c3779f758e5c0fad984648	assets/starter_species_67/source/icons/normal/0495.png
SNIVY	495	icon_shiny	graphics/pokedex/pokeicon/0495s.png	a5e31984467207393493348800325ea0431924fc	544	35a9346ee7e986ab396972d11c76f58fd61caa4df82395b422a3f4582058666e	assets/starter_species_67/source/icons/shiny/0495.png
SERVINE	496	back	graphics/pokedex/pokeback/0496.png	f772ba9eed706575e5996a7e0efa1e4fbb6695e0	884	83d2deacf0b99b88aadb7b4af9fed8340cb3993a47bed70e7695a53f9d372747	assets/starter_species_67/battle/normal/back/0496.png
SERVINE	496	back_shiny	graphics/pokedex/pokebackshiny/0496s.png	e76957f9e0c5abe45b995f1e63af6ee3e4cba801	895	1775e085751aa0edbd29202ea4cd7ca556646b9b252aca6b8c47d4fe1c966136	assets/starter_species_67/battle/shiny/back/0496.png
SERVINE	496	character	graphics/characters/0496.png	3566924d2f5732e4c73f18cea2e9c7567d97fab7	1810	5063aad86e4006ede4a3d851f67bbd384e081d4a4abe88641d97422b889f3044	assets/starter_species_67/source/characters/normal/0496.png
SERVINE	496	character_shiny	graphics/characters/0496s.png	25d6a86110f25163be93dd47873daec1464cc2b8	1785	39bbfda2c5201340df708bb4f232def3843658c1545faa684d0f2d54192e37f2	assets/starter_species_67/source/characters/shiny/0496.png
SERVINE	496	cry	audio/se/cries/0496.ogg	ac1324d131a74d25b45b11f8f3035f3588f7459d	12462	54b9b7209d7d05fb69a37d1d24c44655db6935bbb753744c856965b4eed7156a	assets/starter_species_67/cries/0496.ogg
SERVINE	496	data	Data/Studio/pokemon/servine.json	a6d8d975166b04cf857af90537d8196986a2beea	7638	43bfd6beee923085fcb7337ac7765d001452397e1ad7a70bafba69b8abced1af	assets/starter_species_67/source/pokemon/servine.json
SERVINE	496	front	graphics/pokedex/pokefront/0496.png	f633faf1f60015474fc308dabc4592ab7618da93	899	b2207d1938ae4d057f05810b296f12261bfa2148a18879791ff7b0d2960cb477	assets/starter_species_67/battle/normal/front/0496.png
SERVINE	496	front_shiny	graphics/pokedex/pokefrontshiny/0496s.png	2f974f4e9dfd28fb14f728ae21981dcd7833d359	908	6211cf9335780f3478783a7eaa34646152688be7af1de5a4879e5d55692399cb	assets/starter_species_67/battle/shiny/front/0496.png
SERVINE	496	icon	graphics/pokedex/pokeicon/0496.png	594f4bfaecdebeae2b8a5961ed4696d80bb764b2	879	a6fd90a37ca9ba7de44974b9f392d02555c2f6e3b74252689dc1831b54b82f3f	assets/starter_species_67/source/icons/normal/0496.png
